ASSET_CODE,LSWorkType,JOB_CODE,Monthvalues,YearValues,LogSheetDayCount,IOTDayCount,IOTRunHr,LOGSheetRunHr,IOTUtilization,LogUtilization,BU_Description,IC_Description,Deviation,IOTWOrkDone,LogSheetWorkDone,Asset_Description,ExpectedLogSheetHr,ExpectedIOTHrs,Capacity,AssetGrp,UtilizationHrs_Considered,UtilizationPerc_Considered,UtilizationStatus,ProductivityPercent,Expected_FuelQuantity
1260626,W,C133,March,2025,0.0,31.0,132.74,0,65.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,01260626-IOCL-Barauni,0.0,201.0,,0126-EARTHMOVING,132.74,65.88,UnderUtilized,LFProductivityPercent,0.0
01261878,W,C134,March,2025,0.0,31.0,49.62,0,24.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,01261878-HRRL- Dual Feed Cracker Unit,0.0,201.0,,0126-EARTHMOVING,49.62,24.63,UnderUtilized,LFProductivityPercent,0.0
01261886,W,C121,March,2025,0.0,31.0,0.0,0,0.0,0.0,CS,Hydrocarbon,0.0,0.0,0.0,01261886-LSTK 1 - Paradip,0.0,201.0,,0126-EARTHMOVING,0.0,0.0,Acceptable,LFProductivityPercent,0.0
01261894,W,C120,March,2025,0.0,31.0,77.4,0,38.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,01261894-LSTK 2 - O&U - Paradip,0.0,201.0,,0126-EARTHMOVING,77.4,38.41,UnderUtilized,LFProductivityPercent,0.0
01310062,W,C123,March,2025,0.0,31.0,0.0,0,0.0,0.0,CS,Hydrocarbon,0.0,0.0,0.0,01310062-RUF - HPCL Vizag HE190004,0.0,201.0,,0131-EARTHMOVING,0.0,0.0,Acceptable,LFProductivityPercent,0.0
02680335,W,C134,March,2025,0.0,31.0,153.16,0,89.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02680335-HRRL- Dual Feed Cracker Unit,0.0,171.0,15 T,0268-PICK-N-CARRY CRANE,153.16,89.25,UnderUtilized,LFProductivityPercent,0.0
02680343,W,C136,March,2025,0.0,31.0,2.73,0,1.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02680343-MNPL Section1,0.0,171.0,15 T,0268-PICK-N-CARRY CRANE,2.73,1.59,UnderUtilized,LFProductivityPercent,0.0
02730111,W,C134,March,2025,0.0,31.0,83.94,0,48.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02730111-HRRL- Dual Feed Cracker Unit,0.0,171.0,12 T,0273-PICK-N-CARRY CRANE,83.94,48.92,UnderUtilized,LFProductivityPercent,0.0
02730120,W,C133,March,2025,0.0,31.0,124.41,0,72.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02730120-IOCL-Barauni,0.0,171.0,12 T,0273-PICK-N-CARRY CRANE,124.41,72.5,UnderUtilized,LFProductivityPercent,0.0
02740842,W,C132,March,2025,0.0,31.0,740.57,0,431.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02740842-P&M Yard – Nasirabad,0.0,171.0,10 T,0274-PICK-N-CARRY CRANE,740.57,431.57,Acceptable,LFProductivityPercent,0.0
02740907,W,C123,March,2025,0.0,31.0,75.8,0,44.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02740907-RUF - HPCL Vizag HE190004,0.0,171.0,10 T,0274-PICK-N-CARRY CRANE,75.8,44.17,UnderUtilized,LFProductivityPercent,0.0
01360060,W,C134,March,2025,0.0,31.0,63.31,0,31.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,01360060-HRRL- Dual Feed Cracker Unit,0.0,201.0,,0136-EARTHMOVING,63.31,31.42,UnderUtilized,LFProductivityPercent,0.0
01360086,W,C135,March,2025,0.0,31.0,64.95,0,32.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,01360086-HRRL-PFCCU and PRU,0.0,201.0,,0136-EARTHMOVING,64.95,32.23,UnderUtilized,LFProductivityPercent,0.0
01890492,W,C123,March,2025,0.0,31.0,18.07,0,8.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,01890492-RUF - HPCL Vizag HE190004,0.0,201.0,,0189-EARTHMOVING,18.07,8.97,UnderUtilized,LFProductivityPercent,0.0
01950312,W,C132,March,2025,0.0,31.0,2.73,0,5.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,01950312-P&M Yard – Nasirabad,0.0,52.0,40 T,0195-PIPELINE,2.73,5.25,UnderUtilized,LFProductivityPercent,0.0
01950320,W,C132,March,2025,0.0,31.0,2.22,0,4.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,01950320-P&M Yard – Nasirabad,0.0,52.0,40 T,0195-PIPELINE,2.22,4.27,UnderUtilized,LFProductivityPercent,0.0
01950479,W,C122,March,2025,0.0,31.0,1.27,0,2.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,01950479-ONGC SURF - SPS Project,0.0,52.0,40 T,0195-PIPELINE,1.27,2.44,UnderUtilized,LFProductivityPercent,0.0
02741075,W,C134,March,2025,0.0,31.0,13.84,0,8.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02741075-HRRL- Dual Feed Cracker Unit,0.0,171.0,10 T,0274-PICK-N-CARRY CRANE,13.84,8.07,UnderUtilized,LFProductivityPercent,0.0
02880032,W,C134,March,2025,0.0,31.0,33.76,0,19.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02880032-HRRL- Dual Feed Cracker Unit,0.0,171.0,,0288-MANLIFT,33.76,19.67,UnderUtilized,LFProductivityPercent,0.0
02880059,W,C134,March,2025,0.0,31.0,95.5,0,55.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02880059-HRRL- Dual Feed Cracker Unit,0.0,171.0,,0288-MANLIFT,95.5,55.65,UnderUtilized,LFProductivityPercent,0.0
02880067,W,C123,March,2025,0.0,31.0,83.69,0,48.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02880067-RUF - HPCL Vizag HE190004,0.0,171.0,,0288-MANLIFT,83.69,48.77,UnderUtilized,LFProductivityPercent,0.0
06120199,W,C110,March,2025,0.0,31.0,16.36,0,9.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,06120199-FCHCU - HPCL Vizag,0.0,171.0,,0612-MANLIFT,16.36,9.53,UnderUtilized,LFProductivityPercent,0.0
06120202,W,C134,March,2025,0.0,31.0,85.39,0,49.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,06120202-HRRL- Dual Feed Cracker Unit,0.0,171.0,,0612-MANLIFT,85.39,49.76,UnderUtilized,LFProductivityPercent,0.0
9000000507,W,C133,March,2025,0.0,31.0,0.0,0,0.0,0.0,CS,Hydrocarbon,0.0,0.0,0.0,9000000507-IOCL-Barauni,0.0,201.0,,9000-EARTHMOVING,0.0,0.0,Acceptable,LFProductivityPercent,0.0
9000000525,W,C134,March,2025,0.0,31.0,81.56,0,38.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000525-HRRL- Dual Feed Cracker Unit,0.0,213.0,,9000-VEHICLE-GOODS,81.56,38.26,UnderUtilized,LFProductivityPercent,0.0
9000000548,W,C134,March,2025,0.0,31.0,57.69,0,27.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000548-HRRL- Dual Feed Cracker Unit,0.0,213.0,,9000-VEHICLE-GOODS,57.69,27.06,UnderUtilized,LFProductivityPercent,0.0
9000000590,W,C134,March,2025,0.0,31.0,131.47,0,61.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000590-HRRL- Dual Feed Cracker Unit,0.0,213.0,,9000-VEHICLE-GOODS,131.47,61.67,UnderUtilized,LFProductivityPercent,0.0
9000000591,W,C134,March,2025,0.0,31.0,102.8,0,48.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000591-HRRL- Dual Feed Cracker Unit,0.0,213.0,,9000-VEHICLE-GOODS,102.8,48.22,UnderUtilized,LFProductivityPercent,0.0
9000000595,W,C134,March,2025,0.0,31.0,309.37,0,145.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000595-HRRL- Dual Feed Cracker Unit,0.0,213.0,,9000-VEHICLE-GOODS,309.37,145.11,Acceptable,LFProductivityPercent,0.0
02040018,W,C134,March,2025,0.0,31.0,88.76,0,62.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02040018-HRRL- Dual Feed Cracker Unit,0.0,143.0,500 T,0204-CRAWLER CRANE,88.76,62.07,UnderUtilized,LFProductivityPercent,0.0
02080060,W,C123,March,2025,0.0,31.0,73.82,0,43.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02080060-RUF - HPCL Vizag HE190004,0.0,171.0,250 T,0208-CRAWLER CRANE,73.82,43.02,UnderUtilized,LFProductivityPercent,0.0
02080079,W,C134,March,2025,0.0,31.0,88.84,0,51.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02080079-HRRL- Dual Feed Cracker Unit,0.0,171.0,250 T,0208-CRAWLER CRANE,88.84,51.77,UnderUtilized,LFProductivityPercent,0.0
02140284,W,C123,March,2025,0.0,31.0,0.84,0,0.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02140284-RUF - HPCL Vizag HE190004,0.0,171.0,80 T,0214-CRAWLER CRANE,0.84,0.49,UnderUtilized,LFProductivityPercent,0.0
02140438,W,C134,March,2025,0.0,31.0,65.36,0,38.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02140438-HRRL- Dual Feed Cracker Unit,0.0,171.0,80 T,0214-CRAWLER CRANE,65.36,38.09,UnderUtilized,LFProductivityPercent,0.0
02140446,W,C123,March,2025,0.0,31.0,0.0,0,0.0,0.0,CS,Hydrocarbon,0.0,0.0,0.0,02140446-RUF - HPCL Vizag HE190004,0.0,171.0,80 T,0214-CRAWLER CRANE,0.0,0.0,Acceptable,LFProductivityPercent,0.0
06120210,W,C134,March,2025,0.0,31.0,78.73,0,45.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,06120210-HRRL- Dual Feed Cracker Unit,0.0,171.0,,0612-MANLIFT,78.73,45.88,UnderUtilized,LFProductivityPercent,0.0
06970230,W,C135,March,2025,0.0,31.0,79.57,0,55.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,06970230-HRRL-PFCCU and PRU,0.0,143.0,,0697-FORK LIFT,79.57,55.64,UnderUtilized,LFProductivityPercent,0.0
20280408,W,C104,March,2025,0.0,31.0,7.8,0,20.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,20280408-LNG Storage Tanks - Dahej,0.0,39.0,400 CFM,2028-AIR COMPRESSOR,7.8,20.0,UnderUtilized,LFProductivityPercent,0.0
20280823,W,C104,March,2025,0.0,31.0,0.0,0,0.0,0.0,CS,Hydrocarbon,0.0,0.0,0.0,20280823-LNG Storage Tanks - Dahej,0.0,39.0,400 CFM,2028-AIR COMPRESSOR,0.0,0.0,Acceptable,LFProductivityPercent,0.0
20281447,W,C123,March,2025,0.0,31.0,36.27,0,93.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,20281447-RUF - HPCL Vizag HE190004,0.0,39.0,450 CFM,2028-AIR COMPRESSOR,36.27,93.0,UnderUtilized,LFProductivityPercent,0.0
20281455,W,C135,March,2025,0.0,31.0,12.92,0,33.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,20281455-HRRL-PFCCU and PRU,0.0,39.0,400 CFM,2028-AIR COMPRESSOR,12.92,33.13,UnderUtilized,LFProductivityPercent,0.0
9000000995,W,C136,March,2025,0.0,31.0,5.3,0,2.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000995-MNPL Section1,0.0,213.0,,9000-VEHICLE-GOODS,5.3,2.49,UnderUtilized,LFProductivityPercent,0.0
9000001003,W,C136,March,2025,0.0,31.0,104.06,0,60.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000001003-MNPL Section1,0.0,171.0,15 T,9000-PICK-N-CARRY CRANE,104.06,60.64,UnderUtilized,LFProductivityPercent,0.0
9000001017,W,C135,March,2025,0.0,31.0,194.56,0,96.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000001017-HRRL-PFCCU and PRU,0.0,201.0,,9000-EARTHMOVING,194.56,96.56,UnderUtilized,LFProductivityPercent,0.0
9000001036,W,C135,March,2025,0.0,31.0,158.81,0,74.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000001036-HRRL-PFCCU and PRU,0.0,213.0,,9000-VEHICLE-GOODS,158.81,74.49,UnderUtilized,LFProductivityPercent,0.0
9000001037,W,C135,March,2025,0.0,31.0,0.0,0,0.0,0.0,CS,Hydrocarbon,0.0,0.0,0.0,9000001037-HRRL-PFCCU and PRU,0.0,213.0,,9000-VEHICLE-GOODS,0.0,0.0,Acceptable,LFProductivityPercent,0.0
9000001039,W,C134,March,2025,0.0,31.0,20.5,0,9.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000001039-HRRL- Dual Feed Cracker Unit,0.0,213.0,,9000-VEHICLE-GOODS,20.5,9.62,UnderUtilized,LFProductivityPercent,0.0
02140551,W,C134,March,2025,0.0,31.0,74.94,0,43.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02140551-HRRL- Dual Feed Cracker Unit,0.0,171.0,80 T,0214-CRAWLER CRANE,74.94,43.67,UnderUtilized,LFProductivityPercent,0.0
02140578,W,C134,March,2025,0.0,31.0,147.88,0,86.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02140578-HRRL- Dual Feed Cracker Unit,0.0,171.0,80 T,0214-CRAWLER CRANE,147.88,86.18,UnderUtilized,LFProductivityPercent,0.0
02140586,W,C135,March,2025,0.0,31.0,48.43,0,28.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02140586-HRRL-PFCCU and PRU,0.0,171.0,80 T,0214-CRAWLER CRANE,48.43,28.22,UnderUtilized,LFProductivityPercent,0.0
02140594,W,C134,March,2025,0.0,31.0,326.31,0,190.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02140594-HRRL- Dual Feed Cracker Unit,0.0,171.0,80 T,0214-CRAWLER CRANE,326.31,190.16,Acceptable,LFProductivityPercent,0.0
02140616,W,C123,March,2025,0.0,31.0,0.15,0,0.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02140616-RUF - HPCL Vizag HE190004,0.0,171.0,80 T,0214-CRAWLER CRANE,0.15,0.09,UnderUtilized,LFProductivityPercent,0.0
02140624,W,C135,March,2025,0.0,31.0,112.98,0,65.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02140624-HRRL-PFCCU and PRU,0.0,171.0,80 T,0214-CRAWLER CRANE,112.98,65.84,UnderUtilized,LFProductivityPercent,0.0
9000000596,W,C134,March,2025,0.0,31.0,113.57,0,53.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000596-HRRL- Dual Feed Cracker Unit,0.0,213.0,,9000-VEHICLE-GOODS,113.57,53.27,UnderUtilized,LFProductivityPercent,0.0
9000000597,W,C134,March,2025,0.0,31.0,77.99,0,36.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000597-HRRL- Dual Feed Cracker Unit,0.0,213.0,,9000-VEHICLE-GOODS,77.99,36.58,UnderUtilized,LFProductivityPercent,0.0
9000000600,W,C134,March,2025,0.0,31.0,19.35,0,9.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000600-HRRL- Dual Feed Cracker Unit,0.0,213.0,,9000-VEHICLE-GOODS,19.35,9.08,UnderUtilized,LFProductivityPercent,0.0
9000000611,W,C134,March,2025,0.0,31.0,9.86,0,5.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000611-HRRL- Dual Feed Cracker Unit,0.0,171.0,150 T,9000-CRAWLER CRANE,9.86,5.75,UnderUtilized,LFProductivityPercent,0.0
9000000662,W,C135,March,2025,0.0,31.0,21.05,0,9.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000662-HRRL-PFCCU and PRU,0.0,213.0,,9000-VEHICLE-GOODS,21.05,9.87,UnderUtilized,LFProductivityPercent,0.0
9000000670,W,C134,March,2025,0.0,31.0,110.34,0,54.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000670-HRRL- Dual Feed Cracker Unit,0.0,201.0,80 T,9000-TYRE MOUNTED CRANE,110.34,54.76,UnderUtilized,LFProductivityPercent,0.0
20281463,W,C134,March,2025,0.0,31.0,0.04,0,0.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,20281463-HRRL- Dual Feed Cracker Unit,0.0,39.0,450 CFM,2028-AIR COMPRESSOR,0.04,0.1,UnderUtilized,LFProductivityPercent,0.0
20281471,W,C134,March,2025,0.0,31.0,0.14,0,0.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,20281471-HRRL- Dual Feed Cracker Unit,0.0,39.0,450 CFM,2028-AIR COMPRESSOR,0.14,0.36,UnderUtilized,LFProductivityPercent,0.0
20281480,W,C137,March,2025,0.0,31.0,49.08,0,125.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,"20281480-MEG Reclamation-RIL, Kakinada",0.0,39.0,450 CFM,2028-AIR COMPRESSOR,49.08,125.85,Acceptable,LFProductivityPercent,0.0
25420291,W,C134,March,2025,0.0,31.0,0.0,0,0.0,0.0,CS,Hydrocarbon,0.0,0.0,0.0,25420291-HRRL- Dual Feed Cracker Unit,0.0,85.0,40 KVA,2542-POWER GENERATOR,0.0,0.0,Acceptable,LFProductivityPercent,0.0
25501232,W,C136,March,2025,0.0,31.0,3.23,0,3.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,25501232-MNPL Section1,0.0,85.0,62.5 KVA,2550-POWER GENERATOR,3.23,3.76,UnderUtilized,LFProductivityPercent,0.0
25501593,W,C136,March,2025,0.0,31.0,48.51,0,56.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,25501593-MNPL Section1,0.0,85.0,62.5 KVA,2550-POWER GENERATOR,48.51,56.54,UnderUtilized,LFProductivityPercent,0.0
02140632,W,C133,March,2025,0.0,31.0,55.65,0,32.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02140632-IOCL-Barauni,0.0,171.0,80 T,0214-CRAWLER CRANE,55.65,32.43,UnderUtilized,LFProductivityPercent,0.0
02140667,W,C123,March,2025,0.0,31.0,472.42,0,275.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02140667-RUF - HPCL Vizag HE190004,0.0,171.0,80 T,0214-CRAWLER CRANE,472.42,275.3,Acceptable,LFProductivityPercent,0.0
02140675,W,C123,March,2025,0.0,31.0,63.71,0,37.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02140675-RUF - HPCL Vizag HE190004,0.0,171.0,80 T,0214-CRAWLER CRANE,63.71,37.13,UnderUtilized,LFProductivityPercent,0.0
02170337,W,C123,March,2025,0.0,31.0,32.96,0,19.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02170337-RUF - HPCL Vizag HE190004,0.0,171.0,55 T,0217-CRAWLER CRANE,32.96,19.21,UnderUtilized,LFProductivityPercent,0.0
02180057,W,C135,March,2025,0.0,31.0,122.49,0,71.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02180057-HRRL-PFCCU and PRU,0.0,171.0,100 T,0218-CRAWLER CRANE,122.49,71.38,UnderUtilized,LFProductivityPercent,0.0
02180065,W,C123,March,2025,0.0,31.0,151.24,0,88.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02180065-RUF - HPCL Vizag HE190004,0.0,171.0,100 T,0218-CRAWLER CRANE,151.24,88.14,UnderUtilized,LFProductivityPercent,0.0
25503413,W,C139,March,2025,0.0,31.0,0.0,0,0.0,0.0,CS,Hydrocarbon,0.0,0.0,0.0,25503413-Residue Hydrocracker Unit Proj,0.0,85.0,62.5 KVA,2550-POWER GENERATOR,0.0,0.0,Acceptable,LFProductivityPercent,0.0
25700537,W,C123,March,2025,0.0,31.0,22.38,0,26.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,25700537-RUF - HPCL Vizag HE190004,0.0,85.0,125 KVA,2570-POWER GENERATOR,22.38,26.08,UnderUtilized,LFProductivityPercent,0.0
25921088,W,C123,March,2025,0.0,31.0,5.94,0,6.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,25921088-RUF - HPCL Vizag HE190004,0.0,85.0,250 KVA,2592-POWER GENERATOR,5.94,6.92,UnderUtilized,LFProductivityPercent,0.0
40010783,W,C123,March,2025,0.0,31.0,27.86,0,13.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,40010783-RUF - HPCL Vizag HE190004,0.0,213.0,,4001-VEHICLE-GOODS,27.86,13.07,UnderUtilized,LFProductivityPercent,0.0
40010791,W,C123,March,2025,0.0,31.0,55.66,0,26.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,40010791-RUF - HPCL Vizag HE190004,0.0,213.0,,4001-VEHICLE-GOODS,55.66,26.11,UnderUtilized,LFProductivityPercent,0.0
40110192,W,C135,March,2025,0.0,31.0,26.83,0,12.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,40110192-HRRL-PFCCU and PRU,0.0,213.0,,4011-VEHICLE-GOODS,26.83,12.58,UnderUtilized,LFProductivityPercent,0.0
9000001040,W,C134,March,2025,0.0,31.0,16.9,0,7.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000001040-HRRL- Dual Feed Cracker Unit,0.0,213.0,,9000-VEHICLE-GOODS,16.9,7.93,UnderUtilized,LFProductivityPercent,0.0
9000001200,W,C134,March,2025,0.0,31.0,21.34,0,12.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000001200-HRRL- Dual Feed Cracker Unit,0.0,171.0,100 T,9000-CRAWLER CRANE,21.34,12.44,UnderUtilized,LFProductivityPercent,0.0
9000001205,W,C135,March,2025,0.0,31.0,64.36,0,30.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000001205-HRRL-PFCCU and PRU,0.0,213.0,,9000-VEHICLE-GOODS,64.36,30.19,UnderUtilized,LFProductivityPercent,0.0
9000001226,W,C134,March,2025,0.0,31.0,62.63,0,36.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000001226-HRRL- Dual Feed Cracker Unit,0.0,171.0,100 T,9000-CRAWLER CRANE,62.63,36.5,UnderUtilized,LFProductivityPercent,0.0
9000001229,W,C134,March,2025,0.0,31.0,9.26,0,5.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000001229-HRRL- Dual Feed Cracker Unit,0.0,171.0,100 T,9000-CRAWLER CRANE,9.26,5.4,UnderUtilized,LFProductivityPercent,0.0
9000001230,W,C134,March,2025,0.0,31.0,143.65,0,83.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000001230-HRRL- Dual Feed Cracker Unit,0.0,171.0,150 T,9000-CRAWLER CRANE,143.65,83.71,UnderUtilized,LFProductivityPercent,0.0
9000000686,W,C134,March,2025,0.0,31.0,96.37,0,45.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000686-HRRL- Dual Feed Cracker Unit,0.0,213.0,,9000-VEHICLE-GOODS,96.37,45.2,UnderUtilized,LFProductivityPercent,0.0
9000000711,W,C135,March,2025,0.0,31.0,86.38,0,50.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000711-HRRL-PFCCU and PRU,0.0,171.0,250 T,9000-CRAWLER CRANE,86.38,50.34,UnderUtilized,LFProductivityPercent,0.0
9000000713,W,C135,March,2025,0.0,31.0,108.54,0,63.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000713-HRRL-PFCCU and PRU,0.0,171.0,100 T,9000-CRAWLER CRANE,108.54,63.25,UnderUtilized,LFProductivityPercent,0.0
9000000719,W,C135,March,2025,0.0,31.0,57.37,0,26.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000719-HRRL-PFCCU and PRU,0.0,213.0,,9000-VEHICLE-GOODS,57.37,26.91,UnderUtilized,LFProductivityPercent,0.0
9000000721,W,C135,March,2025,0.0,31.0,35.27,0,20.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000721-HRRL-PFCCU and PRU,0.0,171.0,,9000-MANLIFT,35.27,20.55,UnderUtilized,LFProductivityPercent,0.0
9000000722,W,C134,March,2025,0.0,31.0,101.19,0,47.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,9000000722-HRRL- Dual Feed Cracker Unit,0.0,213.0,,9000-VEHICLE-GOODS,101.19,47.46,UnderUtilized,LFProductivityPercent,0.0
02180073,W,C134,March,2025,0.0,31.0,117.08,0,68.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02180073-HRRL- Dual Feed Cracker Unit,0.0,171.0,100 T,0218-CRAWLER CRANE,117.08,68.23,UnderUtilized,LFProductivityPercent,0.0
02190079,W,C136,March,2025,0.0,31.0,4.99,0,2.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02190079-MNPL Section1,0.0,171.0,35 T,0219-CRAWLER CRANE,4.99,2.91,UnderUtilized,LFProductivityPercent,0.0
02190087,W,C123,March,2025,0.0,31.0,0.06,0,0.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02190087-RUF - HPCL Vizag HE190004,0.0,171.0,35 T,0219-CRAWLER CRANE,0.06,0.03,UnderUtilized,LFProductivityPercent,0.0
02190109,W,C135,March,2025,0.0,31.0,62.01,0,36.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02190109-HRRL-PFCCU and PRU,0.0,171.0,35 T,0219-CRAWLER CRANE,62.01,36.14,UnderUtilized,LFProductivityPercent,0.0
02190117,W,C135,March,2025,0.0,31.0,0.0,0,0.0,0.0,CS,Hydrocarbon,0.0,0.0,0.0,02190117-HRRL-PFCCU and PRU,0.0,171.0,35 T,0219-CRAWLER CRANE,0.0,0.0,Acceptable,LFProductivityPercent,0.0
02190125,W,C134,March,2025,0.0,31.0,151.34,0,88.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,02190125-HRRL- Dual Feed Cracker Unit,0.0,171.0,35 T,0219-CRAWLER CRANE,151.34,88.19,UnderUtilized,LFProductivityPercent,0.0
40110214,W,C123,March,2025,0.0,31.0,0.0,0,0.0,0.0,CS,Hydrocarbon,0.0,0.0,0.0,40110214-RUF - HPCL Vizag HE190004,0.0,213.0,,4011-VEHICLE-GOODS,0.0,0.0,Acceptable,LFProductivityPercent,0.0
40110222,W,C121,March,2025,0.0,31.0,43.59,0,20.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,40110222-LSTK 1 - Paradip,0.0,213.0,,4011-VEHICLE-GOODS,43.59,20.45,UnderUtilized,LFProductivityPercent,0.0
40110230,W,C136,March,2025,0.0,31.0,2.7,0,1.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,40110230-MNPL Section1,0.0,213.0,,4011-VEHICLE-GOODS,2.7,1.27,UnderUtilized,LFProductivityPercent,0.0
40110249,W,C104,March,2025,0.0,31.0,0.01,0,0.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,40110249-LNG Storage Tanks - Dahej,0.0,213.0,,4011-VEHICLE-GOODS,0.01,0.0,UnderUtilized,LFProductivityPercent,0.0
40110257,W,C122,March,2025,0.0,31.0,28.46,0,13.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,40110257-ONGC SURF - SPS Project,0.0,213.0,,4011-VEHICLE-GOODS,28.46,13.35,UnderUtilized,LFProductivityPercent,0.0
40110265,W,C104,March,2025,0.0,31.0,24.97,0,11.0,0.0,CS,Hydrocarbon,100.0,0.0,0.0,40110265-LNG Storage Tanks - Dahej,0.0,213.0,,4011-VEHICLE-GOODS,24.97,11.71,UnderUtilized,LFProductivityPercent,0.0
