ASSET_CODE,LSWorkType,JOB_CODE,Monthvalues,YearValues,LogSheetDayCount,IOTDayCount,IOTRunHr,LOGSheetRunHr,IOTUtilization,LogUtilization,BU_Description,IC_Description,Deviation,IOTWOrkDone,LogSheetWorkDone,Asset_Description,ExpectedLogSheetHr,ExpectedIOTHrs,Capacity,AssetGrp,UtilizationHrs_Considered,UtilizationPerc_Considered,UtilizationStatus,ProductivityPercent,Expected_FuelQuantity
02760SYH,W,LE22M097,March,2025,26.0,0.0,0.0,168,0.0,64.62,Airports,Buildings & Factories,100.0,0.0,25.0,02760SYH- Pick and Carry Crane - 23 T - Small Cranes =< 20 T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,168.0,64.62,UnderUtilized,FSFProductivityPercent,756.0
02760SZH,W,LE22M097,March,2025,26.0,0.0,0.0,41,0.0,15.77,Airports,Buildings & Factories,100.0,0.0,20.0,02760SZH- Pick and Carry Crane - 23 T - Small Cranes =< 20 T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,41.0,15.77,UnderUtilized,LFProductivityPercent,184.5
0276504H,W,LE21M881,March,2025,26.0,26.0,0.0,172,0.0,66.15,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,25.0,0276504H-PICK & CARRY CRANE,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,172.0,66.15,UnderUtilized,FSFProductivityPercent,774.0
0213025H,W,LE23M069,March,2025,26.0,0.0,0.0,354,0.0,136.15,Metals BU,Minerals & Metals,100.0,0.0,2919.0,0213025H- Crawler Mounted Crane - 400t,260.0,0.0,350 Ton,0213-Crawler Cranes,354.0,136.15,Acceptable,SFProductivityPercent,4248.0
0214002H,W,LE20M087,March,2025,26.0,26.0,251.69,240,96.8,92.31,BRIDGES BU,Transportation Infrastructure IC,4.64,0.0,25.0,0214002H-75T Crawler Crane,260.0,260.0,70 - 90 Ton,0214-Crawler Cranes,251.69,96.8,UnderUtilized,SFProductivityPercent,1510.14
02140039,W,LE21M880,March,2025,26.0,26.0,0.0,153,0.0,58.85,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,153.0,02140039-Crawler Mounted Crane 80 T - F,260.0,260.0,70 - 90 Ton,0214-Crawler Cranes,153.0,58.85,UnderUtilized,FSFProductivityPercent,918.0
01280139,W,LE22M097,March,2025,26.0,26.0,79.12,72,0.0,0.0,Airports,Buildings & Factories,9.0,0.0,24.0,01280139-TELESCOPIC HANDLER,0.0,0.0,,0128-Tele Handlers - 17 M,79.12,0.0,Acceptable,LFProductivityPercent,
0276663H,W,LE22M633,March,2025,26.0,0.0,0.0,292,0.0,112.31,Heavy Structures,Heavy Civil Infrastructure IC,100.0,0.0,25.0,0276663H-PICK & CARRY CRANE 23T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,292.0,112.31,Acceptable,SFProductivityPercent,1314.0
0276668H,W,LE21M882,March,2025,26.0,26.0,0.0,421,0.0,161.92,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,25.0,0276668H-PICK & CARRY CRANE 23T,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,421.0,161.92,Acceptable,SFProductivityPercent,1894.5
02140950,W,LE22M774,March,2025,26.0,26.0,0.0,88,0.0,33.85,Minerals & Metals,Minerals & Metals,100.0,0.0,420.0,02140950-Crawler Mounted Crane 80 T - K,260.0,260.0,70 - 90 Ton,0214-Crawler Cranes,88.0,33.85,UnderUtilized,LFProductivityPercent,528.0
02140985,W,LE20M087,March,2025,26.0,26.0,94.24,103,36.25,39.62,BRIDGES BU,Transportation Infrastructure IC,8.5,0.0,1678.0,02140985-Crawler Mounted Crane 80 T - A,260.0,260.0,70 - 90 Ton,0214-Crawler Cranes,94.24,36.25,UnderUtilized,LFProductivityPercent,565.44
0276683H,W,LE21M884,March,2025,26.0,26.0,0.0,208,0.0,80.0,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,25.0,0276683H-PICK & CARRY CRANE 23T,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,208.0,80.0,UnderUtilized,SFProductivityPercent,936.0
0214518H,W,LE23M077,March,2025,26.0,0.0,0.0,239,0.0,91.92,Minerals & Metals,Minerals & Metals,100.0,0.0,1491.0,0214518H- Crawler Mounted Crane - 80 T,260.0,0.0,70 - 90 Ton,0214-Crawler Cranes,239.0,91.92,UnderUtilized,SFProductivityPercent,1434.0
0276833H,W,LE22M049,March,2025,26.0,0.0,0.0,45,0.0,17.31,Mainline BU,Transportation Infrastructure IC,100.0,0.0,15.0,0276833H-Pick & Carry Crane,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,45.0,17.31,UnderUtilized,LFProductivityPercent,202.5
0214522H,W,LE22M794,March,2025,26.0,0.0,0.0,19,0.0,7.31,Large Water Systems Business Unit (South & East),Water & Effluent Treatment IC,100.0,0.0,51.0,0214522H-Crawler Crane,260.0,0.0,70 - 90 Ton,0214-Crawler Cranes,19.0,7.31,UnderUtilized,LFProductivityPercent,114.0
0276839H,W,LE21M448,March,2025,26.0,26.0,0.0,172,0.0,66.15,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,392.0,0276839H-PICK & CARRY CRANE 23T,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,172.0,66.15,UnderUtilized,FSFProductivityPercent,774.0
0128306H,W,LE21M880,March,2025,0.0,26.0,0.0,0,0.0,0.0,TFL-MAHSR C4,Heavy Civil Infrastructure IC,0.0,0.0,0.0,0128306H-TELE HANDLER 17MTR WITH MAN BASKET,0.0,0.0,,0128-Tele Handlers - 17 M,0.0,0.0,Acceptable,LFProductivityPercent,
0214538H,W,LE24M175,March,2025,26.0,0.0,0.0,147,0.0,56.54,Factories,Buildings & Factories,100.0,0.0,364.0,0214538H- Crawler Mounted Crane - 80 T - Medium Range Cranes 75 T - 150 T,260.0,0.0,70 - 90 Ton,0214-Crawler Cranes,147.0,56.54,UnderUtilized,FSFProductivityPercent,882.0
0214541H,W,LE21MA13,March,2025,26.0,26.0,0.0,284,0.0,109.23,Minerals & Metals,Minerals & Metals,100.0,0.0,364.0,0214541H- Crawler Mounted Crane - 80 T,260.0,260.0,70 - 90 Ton,0214-Crawler Cranes,284.0,109.23,Acceptable,SFProductivityPercent,1704.0
0214543H,W,LE24M055,March,2025,26.0,26.0,254.96,248,98.06,95.38,BRIDGES BU,Transportation Infrastructure IC,2.73,0.0,2618.0,0214543H-Crawler Mounted Crane - 75 T,260.0,260.0,70 - 90 Ton,0214-Crawler Cranes,254.96,98.06,UnderUtilized,SFProductivityPercent,1529.76
0214548H,W,LE22M233,March,2025,26.0,0.0,0.0,186,0.0,71.54,Urban Water & Water Management,Water & Effluent Treatment IC,100.0,0.0,210.0,0214548H-CRAWLER CRANE,260.0,0.0,70 - 90 Ton,0214-Crawler Cranes,186.0,71.54,UnderUtilized,FSFProductivityPercent,1116.0
0214551H,W,LE22M233,March,2025,26.0,0.0,0.0,214,0.0,82.31,Urban Water & Water Management,Water & Effluent Treatment IC,100.0,0.0,209.0,0214551H-CRAWLER CRANE,260.0,0.0,70 - 90 Ton,0214-Crawler Cranes,214.0,82.31,UnderUtilized,SFProductivityPercent,1284.0
0276703H,W,LE200351,March,2025,26.0,26.0,128.62,176,49.47,67.69,Urban Water & Water Management,Water & Effluent Treatment IC,26.92,0.0,386.0,0276703H-Pick N Carry Crane,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,176.0,67.69,UnderUtilized,FSFProductivityPercent,792.0
0214413H,W,LE22M963,March,2025,26.0,26.0,354.48,210,136.34,80.77,Minerals & Metals,Minerals & Metals,40.76,0.0,1022.0,0214413H-85t Crawler crane,260.0,260.0,70 - 90 Ton,0214-Crawler Cranes,210.0,80.77,UnderUtilized,SFProductivityPercent,1260.0
0214426H,W,LE22M876,March,2025,26.0,26.0,32.07,61,12.33,23.46,Large Water Systems Business Unit (North & West),Water & Effluent Treatment IC,47.43,0.0,362.0,0214426H-Crawler Crane,260.0,260.0,70 - 90 Ton,0214-Crawler Cranes,61.0,23.46,UnderUtilized,LFProductivityPercent,366.0
0276729H,W,LE21M884,March,2025,26.0,26.0,0.0,281,0.0,108.08,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,25.0,0276729H-PICK & CARRY CRANE 23T,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,281.0,108.08,Acceptable,SFProductivityPercent,1264.5
0128274H,W,LE180255,March,2025,26.0,0.0,0.0,238,0.0,0.0,Heavy Structures,Heavy Civil Infrastructure IC,100.0,0.0,125.0,0128274H-TELEHANDLER -17 MTRS,0.0,0.0,,0128-Tele Handlers - 17 M,238.0,0.0,Acceptable,LFProductivityPercent,
0214553H,W,LE23MA15,March,2025,26.0,0.0,0.0,552,0.0,212.31,Metals BU,Minerals & Metals,100.0,0.0,996.0,0214553H- Crawler Mounted Crane - 80 T,260.0,0.0,70 - 90 Ton,0214-Crawler Cranes,552.0,212.31,Acceptable,SFProductivityPercent,3312.0
0214556H,W,LE22M963,March,2025,26.0,26.0,314.07,267,120.8,102.69,Minerals & Metals,Minerals & Metals,14.99,0.0,350.0,0214556H- Crawler Mounted Crane - 80 T,260.0,260.0,70 - 90 Ton,0214-Crawler Cranes,314.07,120.8,Acceptable,SFProductivityPercent,1884.42
0276854H,W,LE21MA15,March,2025,26.0,26.0,93.32,161,35.89,61.92,Industrial & Desalination Business Segment,Water & Effluent Treatment IC,42.04,0.0,615.0,0276854H-Pick and Carry Crane,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,161.0,61.92,UnderUtilized,FSFProductivityPercent,724.5
0214561H,W,LE22M963,March,2025,26.0,26.0,84.8,210,32.62,80.77,Minerals & Metals,Minerals & Metals,59.62,0.0,1487.0,0214561H- Crawler Mounted Crane - 85T,260.0,260.0,70 - 90 Ton,0214-Crawler Cranes,210.0,80.77,UnderUtilized,SFProductivityPercent,1260.0
0276858H,W,LE21M883,March,2025,26.0,26.0,0.0,332,0.0,127.69,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,663.0,0276858H-PICK & CARRY CRANE 23T,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,332.0,127.69,Acceptable,SFProductivityPercent,1494.0
02150425,W,LE16D098,March,2025,0.0,26.0,0.1,0,0.04,0.0,MMH IC-Common,Minerals & Metals,100.0,0.0,0.0,02150425-Crawler Mounted Crane 75 T - T,0.0,260.0,70 - 90 Ton,0215-Crawler Cranes,0.1,0.04,UnderUtilized,LFProductivityPercent,0.8
0276886H,W,LE22M964,March,2025,26.0,0.0,0.0,292,0.0,112.31,Public Space,Buildings & Factories,100.0,0.0,29.0,0276886H- Pick and Carry Crane - 23 T - Small Cranes =< 20 T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,292.0,112.31,Acceptable,SFProductivityPercent,1314.0
0128314H,W,LE20M065,March,2025,0.0,26.0,254.3,0,0.0,0.0,DFCC BU,Transportation Infrastructure IC,100.0,0.0,0.0,0128314H-Telescopic Handlers / Load All,0.0,0.0,,0128-Tele Handlers - 17 M,254.3,0.0,Acceptable,LFProductivityPercent,
02150530,W,LE21M883,March,2025,26.0,0.0,0.0,170,0.0,65.38,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,997.0,02150530-CRAWLER MOUNTED CRANE 75 T - T,260.0,0.0,70 - 90 Ton,0215-Crawler Cranes,170.0,65.38,UnderUtilized,FSFProductivityPercent,1360.0
0276901H,W,LE22M318,March,2025,26.0,0.0,0.0,114,0.0,43.85,Rural Water Supply (South & East),Water & Effluent Treatment IC,100.0,0.0,244.0,0276901H-PICK & CARRY CRANE,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,114.0,43.85,UnderUtilized,FSFProductivityPercent,513.0
02760TCH,W,LE22M232,March,2025,26.0,26.0,0.0,148,0.0,56.92,Urban Water & Water Management,Water & Effluent Treatment IC,100.0,0.0,253.0,02760TCH-PICK N CARRY CRANE,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,148.0,56.92,UnderUtilized,FSFProductivityPercent,666.0
02080028,W,LE24M355,March,2025,26.0,0.0,0.0,209,0.0,80.38,Metals BU,Minerals & Metals,100.0,0.0,1830.0,02080028-Heavy Duty Crane - Mani - 250T,260.0,0.0,200 - 300 Ton,0208-Crawler Cranes,209.0,80.38,UnderUtilized,SFProductivityPercent,2508.0
02140489,W,LE23M069,March,2025,26.0,26.0,177.48,270,68.26,103.85,Metals BU,Minerals & Metals,34.27,0.0,2135.0,02140489-Crawler Mounted Crane 80 T - M,260.0,260.0,70 - 90 Ton,0214-Crawler Cranes,270.0,103.85,Acceptable,SFProductivityPercent,1620.0
02760TKH,W,LE22M893,March,2025,26.0,26.0,51.45,126,19.79,48.46,Minerals & Metals,Minerals & Metals,59.17,0.0,34.0,02760TKH- Pick and Carry Crane - 23 T,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,126.0,48.46,UnderUtilized,FSFProductivityPercent,567.0
02760TMH,W,LE22M893,March,2025,26.0,26.0,103.27,218,39.72,83.85,Minerals & Metals,Minerals & Metals,52.63,0.0,51.0,02760TMH- Pick and Carry Crane - 23 T,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,218.0,83.85,UnderUtilized,SFProductivityPercent,981.0
02760TPH,W,LE23M935,March,2025,26.0,0.0,0.0,217,0.0,83.46,Large Water Systems Business Unit (South & East),Water & Effluent Treatment IC,100.0,0.0,509.0,02760TPH-Pick and Carry Crane,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,217.0,83.46,UnderUtilized,SFProductivityPercent,976.5
02760TTH,W,LE21M883,March,2025,26.0,0.0,0.0,258,0.0,99.23,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,904.0,02760TTH-TYRE MOUNTED HYDRAULIC CRANE 23T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,258.0,99.23,UnderUtilized,SFProductivityPercent,1161.0
02760TVH,W,LE22M876,March,2025,0.0,26.0,44.22,0,17.01,0.0,Large Water Systems Business Unit (North & West),Water & Effluent Treatment IC,100.0,0.0,0.0,02760TVH-Pick and Carry Crane,0.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,44.22,17.01,UnderUtilized,LFProductivityPercent,198.99
02760TXH,W,LE22M963,March,2025,0.0,26.0,33.8,0,13.0,0.0,Minerals & Metals,Minerals & Metals,100.0,0.0,0.0,02760TXH- Pick and Carry Crane - 23 T,0.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,33.8,13.0,UnderUtilized,LFProductivityPercent,152.1
02760UDH,W,LE23MA15,March,2025,26.0,0.0,0.0,504,0.0,193.85,Metals BU,Minerals & Metals,100.0,0.0,603.0,02760UDH-Pick & acrry crane - 25t,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,504.0,193.85,Acceptable,SFProductivityPercent,2268.0
0276530H,W,LE21M880,March,2025,0.0,26.0,0.0,0,0.0,0.0,TFL-MAHSR C4,Heavy Civil Infrastructure IC,0.0,0.0,0.0,0276530H-PICK & CARRY CRANE,0.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,0.0,0.0,Acceptable,LFProductivityPercent,0.0
01280171,W,LE22M001,March,2025,26.0,26.0,199.55,214,0.0,0.0,Residential Spaces,Buildings & Factories,6.75,0.0,605.0,01280171-TELEHANDLER - 4.0T,0.0,0.0,,0128-Tele Handlers - 17 M,199.55,0.0,Acceptable,LFProductivityPercent,
0215931H,W,LE22M448,March,2025,26.0,26.0,496.9,150,191.12,57.69,Urban Water & Water Management,Water & Effluent Treatment IC,69.81,0.0,1651.0,0215931H-CRAWLER CRANE,260.0,260.0,70 - 90 Ton,0215-Crawler Cranes,150.0,57.69,UnderUtilized,FSFProductivityPercent,1200.0
02770059,W,LE23M934,March,2025,26.0,0.0,0.0,235,0.0,0.0,Large Water Systems Business Unit (South & East),Water & Effluent Treatment IC,100.0,0.0,0.0,02770059-Pick n Carry Crane,0.0,0.0,,0277-Pick & Carry Cranes,235.0,0.0,Acceptable,LFProductivityPercent,
02770067,W,LE23M935,March,2025,26.0,0.0,0.0,256,0.0,0.0,Large Water Systems Business Unit (South & East),Water & Effluent Treatment IC,100.0,0.0,0.0,02770067-Pick and Carry Crane,0.0,0.0,,0277-Pick & Carry Cranes,256.0,0.0,Acceptable,LFProductivityPercent,
02150573,W,LE21M883,March,2025,26.0,26.0,172.92,155,66.51,59.62,TFL-MAHSR C4,Heavy Civil Infrastructure IC,10.36,0.0,1081.0,02150573-CRAWLER MOUNTED CRANE 75 T - T,260.0,260.0,70 - 90 Ton,0215-Crawler Cranes,172.92,66.51,UnderUtilized,FSFProductivityPercent,1383.36
0276903H,W,LE22M964,March,2025,26.0,0.0,0.0,299,0.0,115.0,Public Space,Buildings & Factories,100.0,0.0,30.0,0276903H- Pick and Carry Crane - 23 T - Small Cranes =< 20 T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,299.0,115.0,Acceptable,SFProductivityPercent,1345.5
02150697,W,LE21M883,March,2025,26.0,26.0,0.0,32,0.0,12.31,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,238.0,02150697-CRAWLER MOUNTED CRANE 75 T - T,260.0,260.0,70 - 90 Ton,0215-Crawler Cranes,32.0,12.31,UnderUtilized,LFProductivityPercent,256.0
02150778,W,LE200685,March,2025,26.0,26.0,0.0,79,0.0,30.38,Hydel & Tunnel,Heavy Civil Infrastructure IC,100.0,0.0,282.0,02150778-Crawler Mounted Crane - 75 T,260.0,260.0,70 - 90 Ton,0215-Crawler Cranes,79.0,30.38,UnderUtilized,LFProductivityPercent,632.0
0276917H,W,LE20M065,March,2025,26.0,26.0,291.63,304,112.17,116.92,DFCC BU,Transportation Infrastructure IC,4.07,0.0,41.0,0276917H-Pick & Carry Crane,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,291.63,112.17,Acceptable,SFProductivityPercent,1312.34
02760UFH,W,LE22M451,March,2025,26.0,0.0,0.0,226,0.0,86.92,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,47.0,02760UFH-PICK & CARRY CRANE 23T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,226.0,86.92,UnderUtilized,SFProductivityPercent,1017.0
02760UHH,W,LE23M379,March,2025,26.0,0.0,0.0,248,0.0,95.38,Rural Water Supply (South & East),Water & Effluent Treatment IC,100.0,0.0,832.0,02760UHH-PICK N CARRY CRANE 23 T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,248.0,95.38,UnderUtilized,SFProductivityPercent,1116.0
02760UMH,W,LE180083,March,2025,26.0,0.0,0.0,190,0.0,73.08,Waste water Business Segment,Water & Effluent Treatment IC,100.0,0.0,406.0,02760UMH-PICK N CARRY CRANE 23 T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,190.0,73.08,UnderUtilized,FSFProductivityPercent,855.0
02760UNH,W,LE22M451,March,2025,26.0,0.0,0.0,158,0.0,60.77,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,47.0,02760UNH-TYRE MOUNTED HYDRAULIC CRANE 23T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,158.0,60.77,UnderUtilized,FSFProductivityPercent,711.0
0126484H,W,LE23M069,March,2025,26.0,26.0,76.35,182,0.0,0.0,Metals BU,Minerals & Metals,58.05,0.0,149.0,0126484H- Skid Steer Loader,0.0,0.0,,0126-Wheel Loaders,182.0,0.0,Acceptable,LFProductivityPercent,
02760USH,W,LE23M077,March,2025,26.0,0.0,0.0,225,0.0,86.54,Minerals & Metals,Minerals & Metals,100.0,0.0,25.0,02760USH- Pick and Carry Crane - 23 T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,225.0,86.54,UnderUtilized,SFProductivityPercent,1012.5
02760UTH,W,LE22M710,March,2025,26.0,0.0,0.0,217,0.0,83.46,Minerals & Metals,Minerals & Metals,100.0,0.0,23.0,02760UTH- Pick and Carry Crane - 23 T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,217.0,83.46,UnderUtilized,SFProductivityPercent,976.5
02760UUH,W,LE22M710,March,2025,26.0,0.0,0.0,221,0.0,85.0,Minerals & Metals,Minerals & Metals,100.0,0.0,22.0,02760UUH- Pick and Carry Crane - 23 T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,221.0,85.0,UnderUtilized,SFProductivityPercent,994.5
02760UZH,W,LE21M993,March,2025,26.0,0.0,0.0,75,0.0,28.85,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,331.0,02760UZH-PICK & CARRY CRANE 23T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,75.0,28.85,UnderUtilized,LFProductivityPercent,337.5
02760VAH,W,LE22M233,March,2025,26.0,26.0,29.98,205,11.53,78.85,Urban Water & Water Management,Water & Effluent Treatment IC,85.38,0.0,277.0,02760VAH-PICK N CARRY CRANE,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,205.0,78.85,UnderUtilized,SFProductivityPercent,922.5
0215783H,W,LE22M448,March,2025,26.0,26.0,105.82,189,40.7,72.69,Urban Water & Water Management,Water & Effluent Treatment IC,44.01,0.0,2344.0,0215783H-Crawler Crane,260.0,260.0,70 - 90 Ton,0215-Crawler Cranes,189.0,72.69,UnderUtilized,FSFProductivityPercent,1512.0
0276955H,W,LE21M883,March,2025,26.0,26.0,0.0,375,0.0,144.23,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,789.0,0276955H- Pick and Carry Crane - 23 T ,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,375.0,144.23,Acceptable,SFProductivityPercent,1687.5
0276976H,W,LE20M065,March,2025,26.0,26.0,254.89,233,98.03,89.62,DFCC BU,Transportation Infrastructure IC,8.59,0.0,29.0,0276976H-Pick & carry Crane,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,254.89,98.03,UnderUtilized,SFProductivityPercent,1147.01
0215889H,W,LE22M448,March,2025,26.0,26.0,22.9,19,8.81,7.31,Urban Water & Water Management,Water & Effluent Treatment IC,17.03,0.0,270.0,0215889H-CRAWLER CRANE,260.0,260.0,70 - 90 Ton,0215-Crawler Cranes,22.9,8.81,UnderUtilized,LFProductivityPercent,183.2
0276982H,W,LE22M963,March,2025,26.0,26.0,235.97,192,90.76,73.85,Minerals & Metals,Minerals & Metals,18.63,0.0,45.0,0276982H- Pick and Carry Crane - 23 T - Small Cranes =< 20 T,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,235.97,90.76,UnderUtilized,SFProductivityPercent,1061.87
02760VDH,W,LE20M065,March,2025,26.0,26.0,121.64,107,46.78,41.15,DFCC BU,Transportation Infrastructure IC,12.04,0.0,261.0,02760VDH-Pick & Carry Crane,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,121.64,46.78,UnderUtilized,FSFProductivityPercent,547.38
02760VJH,W,LE24M354,March,2025,26.0,0.0,0.0,415,0.0,159.62,Metals BU,Minerals & Metals,100.0,0.0,644.0,02760VJH- Pick and Carry Crane - 23 T ,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,415.0,159.62,Acceptable,SFProductivityPercent,1867.5
02760VNH,W,LE23M851,March,2025,26.0,0.0,0.0,240,0.0,92.31,Airports,Buildings & Factories,100.0,0.0,655.0,02760VNH- Pick and Carry Crane - 23 T - Small Cranes =< 20 T,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,240.0,92.31,UnderUtilized,SFProductivityPercent,1080.0
0208147H,W,LE200137,March,2025,26.0,26.0,0.0,134,0.0,51.54,Heavy Structures,Heavy Civil Infrastructure IC,100.0,0.0,21.0,0208147H-Crawler crane 250T,260.0,260.0,200 - 300 Ton,0208-Crawler Cranes,134.0,51.54,UnderUtilized,FSFProductivityPercent,1608.0
02760VXH,W,LE23MA15,March,2025,26.0,0.0,0.0,336,0.0,129.23,Metals BU,Minerals & Metals,100.0,0.0,604.0,02760VXH- Pick and Carry Crane -20t,260.0,0.0,20 - 25 Ton,0276-Tyre Mounted Crane,336.0,129.23,Acceptable,SFProductivityPercent,1512.0
02790025,W,LE22M045,March,2025,26.0,26.0,0.0,202,0.0,0.0,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,1064.0,02790025-SelfLoadingTruck-620Kgs@18.5Mt,0.0,0.0,,0279-Truck Mounted Cranes,202.0,0.0,Acceptable,LFProductivityPercent,
0215942H,W,LE22M045,March,2025,26.0,26.0,0.0,312,0.0,120.0,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,21772.0,0215942H-CRAWLER CRANE 60T,260.0,260.0,70 - 90 Ton,0215-Crawler Cranes,312.0,120.0,Acceptable,SFProductivityPercent,2496.0
02790033,W,LE23M315,March,2025,26.0,26.0,0.0,300,0.0,0.0,Utility Power Distribution,Power Transmission & Distribution - Domestic,100.0,0.0,125.0,02790033-TRUCK WITH LOADING CRANE,0.0,0.0,,0279-Truck Mounted Cranes,300.0,0.0,Acceptable,LFProductivityPercent,
02790050,W,LE23M622,March,2025,0.0,26.0,0.0,0,0.0,0.0,Utility Power Distribution,Power Transmission & Distribution - Domestic,0.0,0.0,0.0,02790050-TRUCK WITH LOADING CRANE,0.0,0.0,,0279-Truck Mounted Cranes,0.0,0.0,Acceptable,LFProductivityPercent,
02790092,W,LE190252,March,2025,26.0,0.0,0.0,77,0.0,0.0,Smart World and Communication,Power Transmission & Distribution - Domestic,100.0,0.0,162.0,02790092-TRUCK MOUNTED CRANE,0.0,0.0,,0279-Truck Mounted Cranes,77.0,0.0,Acceptable,LFProductivityPercent,
0276990H,W,LE20M065,March,2025,26.0,26.0,188.17,188,72.37,72.31,DFCC BU,Transportation Infrastructure IC,0.09,0.0,29.0,0276990H-Pick & Carry Crane,260.0,260.0,20 - 25 Ton,0276-Tyre Mounted Crane,188.17,72.37,UnderUtilized,FSFProductivityPercent,846.77
0128323H,W,LE22M097,March,2025,26.0,26.0,137.45,123,0.0,0.0,Airports,Buildings & Factories,10.51,0.0,21.0,0128323H- Tele Handlers (Loadall) - 4T at 17 M - Tele Handlers - 17 M,0.0,0.0,,0128-Tele Handlers - 17 M,137.45,0.0,Acceptable,LFProductivityPercent,
0217268H,W,LE21M993,March,2025,26.0,26.0,0.0,290,0.0,111.54,HSR-METRO,Heavy Civil Infrastructure IC,100.0,0.0,410.0,0217268H-CRAWLER CRANE 45MT,260.0,260.0,30 - 55 Ton,0217-Crawler Cranes,290.0,111.54,Acceptable,SFProductivityPercent,1740.0
0217280H,W,LE21M882,March,2025,26.0,26.0,0.0,251,0.0,96.54,TFL-MAHSR C4,Heavy Civil Infrastructure IC,100.0,0.0,26.0,0217280H-CRAWLER CRANE 60T,260.0,260.0,30 - 55 Ton,0217-Crawler Cranes,251.0,96.54,UnderUtilized,SFProductivityPercent,1506.0
02800683,W,LE200137,March,2025,26.0,26.0,0.0,114,0.0,0.0,Heavy Structures,Heavy Civil Infrastructure IC,100.0,0.0,30.0,02800683-TRUCK MOUNTED KNUCKLE BOOM CRANE,0.0,0.0,,0280-Truck Mounted Cranes,114.0,0.0,Acceptable,LFProductivityPercent,
0214443H,W,LE23M069,March,2025,0.0,26.0,5.58,0,2.15,0.0,Metals BU,Minerals & Metals,100.0,0.0,0.0,0214443H- Crawler Mounted Crane - 80 T - Medium Range Cranes 75 T - 150 T,0.0,260.0,70 - 90 Ton,0214-Crawler Cranes,5.58,2.15,UnderUtilized,LFProductivityPercent,33.48
